Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Дом №58-70ZR: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-70ZR.jpg,Проекты домов с размерами,,"Проект дома №58-70ZR. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 176,66 м²; 2 этажа; габариты 12×14 м; материал — газобетон; стиль — шале. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/58-70ZR?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5623_58-70zr_facades&utm_term=proekty-domov-s-razmerami,,"проект дома 58-70ZR, проект №58-70ZR, Проекты домов с размерами, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 176,66 м², дом газобетон, дом шале, catalog-plans.ru"
"Проект дома №58-70ZT: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-70ZT.jpg,Планы домов и коттеджей,,"Проект дома №58-70ZT. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 211,38 м²; 2 этажа; габариты 10.98×15.4 м; материал — газобетон; стиль — шале. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/58-70ZT?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5624_58-70zt_estimate&utm_term=plany-domov-i-kottedzhey,,"проект дома 58-70ZT, проект №58-70ZT, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 211,38 м², дом газобетон, дом шале, catalog-plans.ru"
Дом №58-79A: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-79A.jpg,Проекты частных домов с планировкой,,"Проект дома №58-79A. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 145,65 м²; 2 этажа; габариты 9.62×11.45 м; материал — газобетон; стиль — европейский. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/58-79A?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5625_58-79a_changes&utm_term=proekty-chastnyh-domov-s-planirovkoy,,"проект дома 58-79A, проект №58-79A, Проекты частных домов с планировкой, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 145,65 м², дом газобетон, дом европейский, catalog-plans.ru"
"Проект №58-79FX: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-79FX.jpg,Проекты домов с размерами,,"Проект дома №58-79FX. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 139,59 м²; 2 этажа; габариты 8.4×11.15 м; материал — деревянный каркас; стиль — европейский. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/58-79FX?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5626_58-79fx_plans&utm_term=proekty-domov-s-razmerami,,"проект дома 58-79FX, проект №58-79FX, Проекты домов с размерами, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 139,59 м², дом деревянный каркас, дом европейский, catalog-plans.ru"
Дом №58-79TK1: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-79TK1.jpg,Планы домов и коттеджей,,"Проект дома №58-79TK1. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 140,63 м²; 2 этажа; габариты 9.49×11.61 м; материал — кирпич; стиль — европейский. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/58-79TK1?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5627_58-79tk1_compare&utm_term=plany-domov-i-kottedzhey,,"проект дома 58-79TK1, проект №58-79TK1, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 140,63 м², дом кирпич, дом европейский, catalog-plans.ru"
Проект дома №58-84BBTL: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-84BBTL.jpg,Красивые фасады частных домов,,"Проект дома №58-84BBTL. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 157,27 м²; 1 этаж; габариты 12.3×16.8 м; материал — газобетон; стиль — скандинавский. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/58-84BBTL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5628_58-84bbtl_site&utm_term=krasivye-fasady-chastnyh-domov,,"проект дома 58-84BBTL, проект №58-84BBTL, Красивые фасады частных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 157,27 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Дом №58-84D: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-84D.jpg,Готовые проекты коттеджей,,"Проект дома №58-84D. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 208,29 м²; 2 этажа; габариты 12×16.5 м; материал — газобетон; стиль — скандинавский. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/58-84D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5629_58-84d_facades&utm_term=gotovye-proekty-kottedzhey,,"проект дома 58-84D, проект №58-84D, Готовые проекты коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,29 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Проект №58-89E: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-89E.jpg,Проекты загородных домов,,"Проект дома №58-89E. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 82,34 м²; 1 этаж; габариты 8.4×12.75 м; материал — газобетон; стиль — скандинавский. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/58-89E?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5630_58-89e_estimate&utm_term=proekty-zagorodnyh-domov,,"проект дома 58-89E, проект №58-89E, Проекты загородных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 82,34 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Дом №58-92EAD: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/58-92EAD.jpg,Проекты домов для постоянного проживания,,"Проект дома №58-92EAD. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 162,95 м²; 2 этажа; габариты 10.88×11.89 м; материал — газобетон; стиль — европейский. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/58-92EAD?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5631_58-92ead_changes&utm_term=proekty-domov-dlya-postoyannogo-prozhivaniya,,"проект дома 58-92EAD, проект №58-92EAD, Проекты домов для постоянного проживания, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 162,95 м², дом газобетон, дом европейский, catalog-plans.ru"
"Проект дома №59-35A: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/59-35A.jpg,Проекты домов 200–300 м²,,"Проект дома №59-35A. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 208,2 м²; 2 этажа; габариты 10×11.4 м; материал — газобетон; стиль — скандинавский. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/59-35A?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5632_59-35a_plans&utm_term=proekty-domov-200-300-m,,"проект дома 59-35A, проект №59-35A, Проекты домов 200–300 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,2 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Дом №59-35B: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/59-35B.jpg,Проекты больших домов,,"Проект дома №59-35B. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 208,2 м²; 2 этажа; габариты 11.4×13.9 м; материал — газобетон; стиль — скандинавский. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/59-35B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5633_59-35b_compare&utm_term=proekty-bolshih-domov,,"проект дома 59-35B, проект №59-35B, Проекты больших домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,2 м², дом газобетон, дом скандинавский, catalog-plans.ru"
"Проект №59-89K: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/59-89K.jpg,Двухэтажные проекты домов,,"Проект дома №59-89K. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 206,66 м²; 2 этажа; габариты 8.6×15.2 м; материал — кирпич; стиль — скандинавский. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/59-89K?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5634_59-89k_site&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 59-89K, проект №59-89K, Двухэтажные проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 206,66 м², дом кирпич, дом скандинавский, catalog-plans.ru"
Дом №62-05: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-05.jpg,Проекты одноэтажных коттеджей,,"Проект дома №62-05. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 119,26 м²; 1 этаж; габариты 12.75×14.4 м; материал — газобетон; стиль — современный. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/62-05?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5635_62-05_facades&utm_term=proekty-odnoetazhnyh-kottedzhey,,"проект дома 62-05, проект №62-05, Проекты одноэтажных коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 119,26 м², дом газобетон, дом современный, catalog-plans.ru"
Проект дома №62-07: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-07.jpg,Проекты домов из газобетона,,"Проект дома №62-07. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 128 м²; 2 этажа; габариты 11.05×12.3 м; материал — газобетон; стиль — хай-тек. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/62-07?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5636_62-07_estimate&utm_term=proekty-domov-iz-gazobetona,,"проект дома 62-07, проект №62-07, Проекты домов из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 128 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №62-07DADM: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-07DADM.jpg,Планы домов и коттеджей,,"Проект дома №62-07DADM. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 218,89 м²; 2 этажа; габариты 12.5×14.03 м; материал — монолит; стиль — хай-тек. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/62-07DADM?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5637_62-07dadm_changes&utm_term=plany-domov-i-kottedzhey,,"проект дома 62-07DADM, проект №62-07DADM, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 218,89 м², дом монолит, дом хай-тек, catalog-plans.ru"
Проект №62-24B: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-24B.jpg,Проекты домов в стиле хай-тек,,"Проект дома №62-24B. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 164,42 м²; 2 этажа; габариты 10.52×11.3 м; материал — газобетон; стиль — хай-тек. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/62-24B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5638_62-24b_plans&utm_term=proekty-domov-v-stile-hay-tek,,"проект дома 62-24B, проект №62-24B, Проекты домов в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 164,42 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №62-30BB: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-30BB.jpg,Проекты домов в европейском стиле,,"Проект дома №62-30BB. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 247,7 м²; 2 этажа; габариты 17.2×18.1 м; материал — газобетон; стиль — европейский. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/62-30BB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5639_62-30bb_compare&utm_term=proekty-domov-v-evropeyskom-stile,,"проект дома 62-30BB, проект №62-30BB, Проекты домов в европейском стиле, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 247,7 м², дом газобетон, дом европейский, catalog-plans.ru"
"Проект дома №62-68: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-68.jpg,Проекты частных домов с планировкой,,"Проект дома №62-68. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 215,07 м²; 2 этажа; габариты 14.66×17.21 м; материал — газобетон; стиль — хай-тек. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/62-68?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5640_62-68_site&utm_term=proekty-chastnyh-domov-s-planirovkoy,,"проект дома 62-68, проект №62-68, Проекты частных домов с планировкой, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 215,07 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №62-68D: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-68D.jpg,Проекты домов с размерами,,"Проект дома №62-68D. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 241,36 м²; 2 этажа; габариты 13.13×17.21 м; материал — газобетон; стиль — хай-тек. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/62-68D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5641_62-68d_facades&utm_term=proekty-domov-s-razmerami,,"проект дома 62-68D, проект №62-68D, Проекты домов с размерами, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 241,36 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект №62-71B: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-71B.jpg,Планы домов и коттеджей,,"Проект дома №62-71B. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 180,28 м²; 2 этажа; габариты 11.06×11.06 м; материал — газобетон; стиль — хай-тек. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/62-71B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5642_62-71b_estimate&utm_term=plany-domov-i-kottedzhey,,"проект дома 62-71B, проект №62-71B, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 180,28 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №62-71BVAL: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-71BVAL.jpg,Проекты семейных домов,,"Проект дома №62-71BVAL. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 164,58 м²; 3 этажа; габариты 11.3×11.3 м; материал — газобетон; стиль — хай-тек. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/62-71BVAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5643_62-71bval_changes&utm_term=proekty-semeynyh-domov,,"проект дома 62-71BVAL, проект №62-71BVAL, Проекты семейных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 164,58 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-71BVBL: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-71BVBL.jpg,Проекты домов из газобетона,,"Проект дома №62-71BVBL. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 182,78 м²; 3 этажа; габариты 11.04×11.04 м; материал — газобетон; стиль — хай-тек. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/62-71BVBL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5644_62-71bvbl_plans&utm_term=proekty-domov-iz-gazobetona,,"проект дома 62-71BVBL, проект №62-71BVBL, Проекты домов из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 182,78 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №62-72AL: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-72AL.jpg,Проекты загородных домов,,"Проект дома №62-72AL. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 408,41 м²; 2 этажа; габариты 20.53×19.25 м; материал — газобетон; стиль — хай-тек. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/62-72AL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5645_62-72al_compare&utm_term=proekty-zagorodnyh-domov,,"проект дома 62-72AL, проект №62-72AL, Проекты загородных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 408,41 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект №62-78: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/62-78.jpg,Проекты домов для постоянного проживания,,"Проект дома №62-78. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 193,93 м²; 1 этаж; габариты 18.82×22.31 м; материал — газобетон; стиль — хай-тек. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/62-78?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5646_62-78_site&utm_term=proekty-domov-dlya-postoyannogo-prozhivaniya,,"проект дома 62-78, проект №62-78, Проекты домов для постоянного проживания, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 193,93 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-05AFA: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-05AFA.jpg,Проекты домов из газоблока,,"Проект дома №63-05AFA. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 129,04 м²; 2 этажа; габариты 8.26×10.85 м; материал — газобетон; стиль — американский. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-05AFA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5647_63-05afa_facades&utm_term=proekty-domov-iz-gazobloka,,"проект дома 63-05AFA, проект №63-05AFA, Проекты домов из газоблока, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 129,04 м², дом газобетон, дом американский, catalog-plans.ru"
"Проект дома №63-05AFL: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-05AFL.jpg,Проекты частных домов с планировкой,,"Проект дома №63-05AFL. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 113 м²; 2 этажа; габариты 8.46×10.24 м; материал — газобетон; стиль — американский. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-05AFL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5648_63-05afl_estimate&utm_term=proekty-chastnyh-domov-s-planirovkoy,,"проект дома 63-05AFL, проект №63-05AFL, Проекты частных домов с планировкой, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 113 м², дом газобетон, дом американский, catalog-plans.ru"
Дом №63-42: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42.jpg,Двухэтажные проекты домов,,"Проект дома №63-42. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 108,85 м²; 2 этажа; габариты 8.36×14.06 м; материал — газобетон; стиль — хай-тек. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/63-42?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5649_63-42_changes&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 63-42, проект №63-42, Двухэтажные проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 108,85 м², дом газобетон, дом хай-тек, catalog-plans.ru"
